Timestamp,UserID,Event Name,UUID,Param/redBulletsFired,Param/timesPlayerHasSwitched
6/11/2023 17:52:34,NULL,TimesSwitched,cc9453805bafaba6fd57690ab5d0bf21,,3
6/11/2023 17:52:38,NULL,TimesSwitched,c8218f37f63f132bf0a2c62926bd1ebe,,4
6/11/2023 17:52:40,NULL,TimesSwitched,105763bf84ebdd62e640df05f30ba83b,,5
6/11/2023 17:52:44,NULL,TimesSwitched,eaa3c605269e536869e7382368bb73e9,,1
6/11/2023 17:52:49,NULL,TimesSwitched,d75f858a2dfd46f666df861abafb5a3f,,2
6/11/2023 17:52:50,NULL,TimesSwitched,ee02d57fa0e77a5a0b6f903a083eda06,,3
6/11/2023 17:52:56,NULL,TimesSwitched,6308fe47b6f61de11c49995dcf5f4ee8,,1
6/11/2023 18:09:23,NULL,TimesSwitched,39a84b6312ac04c01c96127be62540e9,,1
6/11/2023 18:09:26,NULL,TimesSwitched,0750a0087997c8ed26536dd33ff5237e,,2
6/11/2023 18:09:28,NULL,TimesSwitched,21622558879c18705bb2178e73b446f3,,3
6/11/2023 18:09:30,NULL,TimesSwitched,34467e59924f65002ead291d145b7e56,,4
6/11/2023 18:09:31,NULL,TimesSwitched,914113e772f3673ea2af1e7aef0557a8,,5
6/11/2023 18:09:33,NULL,TimesSwitched,69556dc3ae2f50abb1ca1817cc1a2687,,6
6/11/2023 18:09:34,NULL,TimesSwitched,9ef4c3772625b792c926d64708c55e8c,,7
6/11/2023 18:09:35,NULL,TimesSwitched,3ae1ef9bad63bd4bbd40a4f807450b57,,1
6/11/2023 18:24:58,NULL,TimesSwitched,8b424fc12dfe3c3295d49dbc40506af8,,1
6/11/2023 18:25:01,NULL,TimesSwitched,de833e504544c496b1447c2236f6132b,,2
6/11/2023 18:25:02,NULL,TimesSwitched,9c3c96c027215966f71349ef5505b207,,3
6/11/2023 18:25:03,NULL,TimesSwitched,0c291368ffc37278eb14b689de405d3a,,4
6/11/2023 18:25:05,NULL,TimesSwitched,d4edf1b107f40605bc8183d53387385f,,5
6/11/2023 18:25:06,NULL,TimesSwitched,9f20608ec6c67fb3c94e70f5311d5016,,6
6/11/2023 18:25:07,NULL,TimesSwitched,8dc026b9a3094f18afbb228731393210,,7
6/11/2023 18:25:09,NULL,TimesSwitched,d16daeee3640cf424346a49e6cb69a9e,,8
6/11/2023 18:25:09,NULL,TimesSwitched,d16daeee3640cf424346a49e6cb69a9e,,9
6/11/2023 18:25:11,NULL,TimesSwitched,5a7f749aba242611cb96dce429b76cf8,,10
6/11/2023 18:25:12,NULL,TimesSwitched,125f8e787074063f90cd50ab51152946,,11
6/11/2023 18:25:13,NULL,TimesSwitched,e01dab17440031ef5ffe3df28d9c62d2,,12
6/11/2023 18:25:13,NULL,TimesSwitched,e01dab17440031ef5ffe3df28d9c62d2,,13
6/11/2023 18:25:14,NULL,TimesSwitched,3058e8512ac7ef27836ff0d445e9ec12,,14
6/11/2023 18:25:15,NULL,TimesSwitched,53f88e653f91be12e49242edfcbffb60,,15
6/11/2023 18:25:19,NULL,TimesSwitched,dd308d862a2350295a7580fad7e489d2,,16
6/11/2023 18:25:24,NULL,TimesSwitched,5212d2f294a6f019f8a7c1d1ddc597bc,,17
6/11/2023 18:25:28,NULL,TimesSwitched,fe18bb46afab1affacd677271836c5de,,18
6/11/2023 18:25:57,NULL,TimesSwitched,1c3bcb95d0c6279bf6b04f9e1d8c2362,,1
6/11/2023 18:26:01,NULL,TimesSwitched,6c1691d9a88c4c88e28c54d990b2b3d3,,2
6/11/2023 18:26:02,NULL,TimesSwitched,4f3c14e53b15e19d8a352ca126c604d2,,3
6/11/2023 18:26:03,NULL,TimesSwitched,ee60eca78f5fc70ec9ade92bd2a04fdd,,4
6/11/2023 18:26:04,NULL,TimesSwitched,c8d14276ccf1492ad9ccfb850edf8ba8,,5
6/11/2023 18:26:05,NULL,TimesSwitched,a13a407f050a732107a9d3645b8448d2,,6
6/11/2023 18:26:05,NULL,TimesSwitched,a13a407f050a732107a9d3645b8448d2,,7
6/11/2023 18:26:08,NULL,TimesSwitched,1e978003ec7e4cad4ab1350654e30795,,8
6/11/2023 18:26:08,NULL,TimesSwitched,1e978003ec7e4cad4ab1350654e30795,,9
6/11/2023 18:26:09,NULL,TimesSwitched,bc9087de3b6821434988ce0e1f922f49,,10
6/11/2023 18:26:10,NULL,TimesSwitched,b68cc76e656c47df2530903b9e12aefd,,11
6/11/2023 18:26:11,NULL,TimesSwitched,5ade278d7d05a7570ca07ad02adaf61f,,12
6/11/2023 18:26:12,NULL,TimesSwitched,2c5c697188c25139ef7712eab57bd8a2,,13
6/11/2023 18:26:13,NULL,TimesSwitched,cd53bca71c117dd4325dd546e1ce2d4c,,14
6/11/2023 18:26:14,NULL,TimesSwitched,06281b18d9d3d89a7b526af711db800d,,15
6/11/2023 18:26:15,NULL,TimesSwitched,4585db0e6a1bf3073bbdd34995e4830a,,16
6/11/2023 18:26:16,NULL,TimesSwitched,d872f93a40ab236398f4584e72e2506a,,17
6/11/2023 18:26:19,NULL,TimesSwitched,4ba12285b056a5cee65ce318067d7fcf,,18
6/11/2023 18:26:20,NULL,TimesSwitched,f29ad3bff5b126704691e97365f96b8d,,19
6/11/2023 18:26:20,NULL,TimesSwitched,f29ad3bff5b126704691e97365f96b8d,,20
6/11/2023 18:26:23,NULL,TimesSwitched,aaf862c27bfa802644426cb863ad309b,,21
6/11/2023 19:11:47,NULL,TimesSwitched,8bf359ec6b7a4a956acb19b64086d45c,,1
6/11/2023 19:11:51,NULL,TimesSwitched,e1710c3e4bbd0b9386b5d631f08d17a0,,2
6/11/2023 19:11:53,NULL,TimesSwitched,11f127002b9412e63e1d810797db3254,,3
6/11/2023 19:11:53,NULL,TimesSwitched,11f127002b9412e63e1d810797db3254,,4
6/11/2023 19:11:54,NULL,TimesSwitched,bff0a28339df0e1968adfea42da4e818,,5
6/11/2023 19:11:55,NULL,TimesSwitched,18844f80dc2218dbf2ecba1dffc039ff,,1
6/11/2023 19:11:58,NULL,TimesSwitched,3671ee3f495cf7213e4c3897379e7a41,,2
6/11/2023 19:11:59,NULL,TimesSwitched,fb6f080b6e79e3a8ca3344b13a1f4119,,3
6/11/2023 19:12:00,NULL,TimesSwitched,f8c60cc10f5c712a3b32bd4ab478b622,,4
6/11/2023 19:12:07,NULL,TimesSwitched,e4d421be1ed57066a10ad8de9eae3821,,5
6/11/2023 19:12:08,NULL,TimesSwitched,cc501b1c69280dfaec737d100eb6fc37,,6
6/11/2023 19:12:09,NULL,TimesSwitched,46396b1028a244a25650a74783a8da6b,,7
6/11/2023 19:12:12,NULL,TimesSwitched,480d5acb838b0c0c9f35f04225233b34,,8
6/11/2023 19:12:13,NULL,TimesSwitched,78faefd30455709dc303c858039f1c6f,,9
6/11/2023 19:12:13,NULL,TimesSwitched,78faefd30455709dc303c858039f1c6f,,10
6/11/2023 19:12:14,NULL,TimesSwitched,46891f1defe831cc4f643ca9ae22da92,,11
6/11/2023 19:12:15,NULL,TimesSwitched,a94ab81da3ee1acdf4a341e8b6834786,,12
6/11/2023 19:12:16,NULL,TimesSwitched,6324dc1237e8664a1de0cb1b7e62288e,,13
6/11/2023 19:12:20,NULL,TimesSwitched,34dc8d3955d4481c4592505af9199148,,14
6/11/2023 19:12:21,NULL,TimesSwitched,a022ceaffea24530ad7601d0edabd1e9,,15
6/11/2023 19:12:24,NULL,TimesSwitched,2acbf1796058891fd50f0b8ca382c692,,16
6/11/2023 19:13:09,NULL,TimesSwitched,d183a1b4c424ad3c42b56f0ea3941993,,1
6/11/2023 19:13:26,NULL,TimesSwitched,9ab2d2ce4f0de3130b9e219538676456,,1
6/11/2023 19:14:34,NULL,TimesSwitched,7846dc8bd4ef3453cf5d9ebef6eb5080,,1
6/11/2023 19:14:36,NULL,TimesSwitched,7fc8a81e2684937305dea70845653958,,2
6/11/2023 19:14:37,NULL,TimesSwitched,f8440529e3dc4d0c6b5ea3b343cec9eb,,3
6/11/2023 19:15:47,NULL,TimesSwitched,2a7fa9298b7f9268ac02cff96f86a00c,,1
6/11/2023 19:16:06,NULL,TimesSwitched,d2573c3cdd6d2a1099c926fc9f4adc72,,1
6/11/2023 19:16:22,NULL,TimesSwitched,7e0c6286382167300d6aae35fd8ca0a4,,1
6/11/2023 19:42:06,NULL,TimesSwitched,230393c8c20b1cb73cabaa8cbc28774e,,1
6/11/2023 19:42:09,NULL,TimesSwitched,7810ce68fb42e788037464eef3ff1e4f,,2
6/11/2023 19:42:11,NULL,TimesSwitched,e1302839dfdabcbb9dbedd662d83c496,,3
6/11/2023 19:42:12,NULL,TimesSwitched,ed6b6eb6430e39f86c3007a854795c88,,4
6/11/2023 19:42:13,NULL,TimesSwitched,411e710582eb0f886c003ddb75f9c8bf,,5
6/11/2023 19:42:44,NULL,TimesSwitched,703e33925197ae5e7ad5ada346923b8c,,1
6/11/2023 19:42:48,NULL,TimesSwitched,1e9f6285c6119ad32495b9024d52295a,,2
6/11/2023 19:42:49,NULL,TimesSwitched,542f253d55bfc3a17b2489b68f803349,,3
6/11/2023 19:42:50,NULL,TimesSwitched,f66c04b634376b9eb8f533c54a614165,,4
6/11/2023 19:42:52,NULL,TimesSwitched,09c9dbff88a0377a33b2c813c4e765ff,,1
6/11/2023 19:43:31,NULL,TimesSwitched,87be7d24f9eaff8e0353563c366b4369,,1
6/11/2023 19:43:34,NULL,TimesSwitched,a210c68ffd18fe335bcfe5f99630e78b,,2
6/11/2023 19:43:36,NULL,TimesSwitched,b08681b472bb5287004746fa61669330,,3
6/11/2023 19:43:36,NULL,TimesSwitched,b08681b472bb5287004746fa61669330,,4
6/11/2023 19:43:52,NULL,TimesSwitched,2b80f19ee2e1d61663ccda7376188c50,,1
6/11/2023 19:43:56,NULL,TimesSwitched,8c876e7c6318f724b38d5bba72327a0e,,2
6/11/2023 19:43:57,NULL,TimesSwitched,10dcc32120ea09fb1a4856708e49a78f,,3
6/11/2023 19:43:58,NULL,TimesSwitched,66d0f07090eac1c580eb8732681d2803,,4
6/11/2023 19:44:00,NULL,TimesSwitched,d2717a8b2f6afadb5eff73b51a326618,,1
6/11/2023 19:44:18,NULL,TimesSwitched,93abda0ed3ca043ebc2928e5da92e975,,1
6/11/2023 19:44:21,NULL,TimesSwitched,5f87b1aa8c4bdb57611993231f6cb422,,2
6/11/2023 19:44:23,NULL,TimesSwitched,3ca0786eb441de08e86eb0e6ae3103d6,,3
6/11/2023 19:44:24,NULL,TimesSwitched,d5020af83b9a8294c359ec2bc5e6442c,,4
6/11/2023 19:44:25,NULL,TimesSwitched,5ae6a76dd55a5fd9de802b4e7fc7f909,,5
6/11/2023 19:44:26,NULL,TimesSwitched,889b59f85942557b3e13f3836ffc873e,,6
6/11/2023 19:44:44,NULL,TimesSwitched,fee1a42435766f5d6d2ebc7909ce00cd,,1
6/11/2023 19:44:48,NULL,TimesSwitched,c09f37887a6be6724cf0efc6e0073cf3,,2
6/11/2023 19:44:49,NULL,TimesSwitched,0b3e04394d939419296c69fdda207435,,3
6/11/2023 19:44:50,NULL,TimesSwitched,e1ea6d9dd23745c4b718153e457c9e79,,4
6/11/2023 19:44:52,NULL,TimesSwitched,938aaab10f987f041e7f905aad7170c3,,5
6/11/2023 19:44:53,NULL,TimesSwitched,04443e1b38489e65b5a82873cb24f818,,6
6/11/2023 19:44:54,NULL,TimesSwitched,f2de406c7c3e3ccf61eb5f8c215c2724,,7
6/11/2023 19:44:54,NULL,TimesSwitched,f2de406c7c3e3ccf61eb5f8c215c2724,,8
6/11/2023 19:44:55,NULL,TimesSwitched,adf7173ad184aec37a53733e914d5ccd,,9
6/11/2023 19:44:56,NULL,TimesSwitched,b730ec882f16d4b0bb2ff73e8a49a0d4,,1
6/11/2023 19:45:00,NULL,TimesSwitched,d6dbc56d24957df2b2d2ebe96cd2cabb,,2
6/11/2023 19:45:01,NULL,TimesSwitched,040d2235f2150890806be2eef271d75e,,3
6/11/2023 19:45:02,NULL,TimesSwitched,28ebc7838cddda7b81e8359b413d22d1,,4
6/11/2023 19:45:03,NULL,TimesSwitched,b34b33053bef3ea3bcece15dd5d9a4cf,,5
6/11/2023 19:45:22,NULL,TimesSwitched,516c6199d8ef000efefba4fea7b35cb5,,1
6/11/2023 19:45:26,NULL,TimesSwitched,353665d1e2136e03c0b566921a7ae1d4,,2
6/11/2023 19:45:28,NULL,TimesSwitched,c11e2277d7438f953b576cb888d0c559,,3
6/11/2023 19:45:28,NULL,TimesSwitched,c11e2277d7438f953b576cb888d0c559,,4
6/11/2023 19:45:30,NULL,TimesSwitched,81bff05767e503426db15d2d251c6f05,,5
6/11/2023 19:45:31,NULL,TimesSwitched,8f0f55a3ba5c1bdc7b9e1e84dd40d88f,,6
6/11/2023 19:45:32,NULL,TimesSwitched,a0b26633ac033f3306cf72c0f2bc220d,,7
6/11/2023 19:45:33,NULL,TimesSwitched,d53ee4fdff0c66d7753854e4a0486904,,8
6/11/2023 19:45:34,NULL,TimesSwitched,af6e81e0d8ef7ca18a04576a34e257d8,,9
6/11/2023 19:45:35,NULL,TimesSwitched,9a60bce6aa9e5e7556eb916046525c48,,10
6/11/2023 19:45:36,NULL,TimesSwitched,475fd7215e17b8a19eea7cdd8bd83b4a,,11
6/11/2023 19:45:36,NULL,TimesSwitched,475fd7215e17b8a19eea7cdd8bd83b4a,,12
6/11/2023 19:45:38,NULL,TimesSwitched,cf52c815599165269ee0a666661f0d6f,,13
6/11/2023 19:45:39,NULL,TimesSwitched,9212244519bb5ee10341d0912a3796eb,,14
6/11/2023 19:45:40,NULL,TimesSwitched,6a8aa5fc15493e663b48448cce580b5d,,15
6/11/2023 19:45:41,NULL,TimesSwitched,a241ed9f9dc7f408ef705e7dea381cf7,,16
6/11/2023 19:45:43,NULL,TimesSwitched,5f7bd878adf079841ce43709d3126e04,,17
6/11/2023 19:45:45,NULL,TimesSwitched,2d71452670c1a30752f8a4327e6e673b,,18
6/11/2023 19:45:46,NULL,TimesSwitched,16dd1461f3e1c42a99d22f1f4b3583d0,,19
6/11/2023 19:45:46,NULL,TimesSwitched,16dd1461f3e1c42a99d22f1f4b3583d0,,20
6/11/2023 19:45:52,NULL,TimesSwitched,c22cc1c3b5cd0b0a331a95775a353d56,,21
6/11/2023 19:45:53,NULL,TimesSwitched,d2f8ecd8a6cbb104cf2adbd0e991e117,,22
6/11/2023 19:45:55,NULL,TimesSwitched,1baaf4ffddecd1d1fc7df1b213f93565,,23
6/11/2023 19:45:56,NULL,TimesSwitched,5b0ac1eb83e8df646b6fb233dacba492,,24
6/11/2023 19:45:56,NULL,TimesSwitched,5b0ac1eb83e8df646b6fb233dacba492,,25
6/11/2023 19:45:58,NULL,TimesSwitched,3b0e043cb67c97b16486c2d7c892744b,,26
6/11/2023 19:46:00,NULL,TimesSwitched,aef60cd1b1fec12b9bf063f510e5f0c3,,27
6/11/2023 19:46:01,NULL,TimesSwitched,2fb0fe12f7aeda111768d89ec5d53dc5,,28
6/11/2023 19:46:04,NULL,TimesSwitched,f41784c47b18967bb4f90ca2bf90dc76,,29
6/11/2023 19:46:07,NULL,TimesSwitched,bbf78cdd73c820210d24108eab95ae2b,,1
6/11/2023 19:46:08,NULL,TimesSwitched,1d8fa7e18ca1a36d5f4260271d22a0b5,,2
6/11/2023 19:46:11,NULL,TimesSwitched,18a6ca6b80bf5885b45bbcd9403717c5,,3
6/11/2023 19:46:12,NULL,TimesSwitched,76493d17f22870efc2fbf6ec55643e27,,4
6/11/2023 19:46:13,NULL,TimesSwitched,d033294da1bd6174f57f24192c74f2bb,,5
6/11/2023 19:46:15,NULL,TimesSwitched,1527f7069e59b5db3e24749cf2525b52,,6
6/11/2023 19:46:17,NULL,TimesSwitched,e75488d3cd8a53301ca24e8cb975fc8c,,7
6/11/2023 19:46:19,NULL,TimesSwitched,e45855fb2da53bd09e1cbd27f434abc4,,8
6/11/2023 19:46:20,NULL,TimesSwitched,3d36c8a2ec9efaba8962460cc301d04e,,9
6/11/2023 19:46:21,NULL,TimesSwitched,44b3ae2451a27135f8184862a29c10f9,,10
6/11/2023 19:46:22,NULL,TimesSwitched,b67a2bff489ccb2bf259a09f74b49136,,11
6/11/2023 19:46:26,NULL,TimesSwitched,dd2922befaf1d5c27ade4904d697e3be,,12
6/11/2023 19:46:27,NULL,TimesSwitched,e19b69143cec46ae4a7504bf266a4110,,13
6/11/2023 19:46:34,NULL,TimesSwitched,533c49960585929eb59f2fd232add1c9,,14
6/11/2023 19:46:35,NULL,TimesSwitched,4e9ed0899de61782a380b926af357060,,15
6/11/2023 19:46:37,NULL,TimesSwitched,495003e7f74b50229c008cffd5206938,,16
6/11/2023 19:46:37,NULL,TimesSwitched,495003e7f74b50229c008cffd5206938,,17
6/11/2023 19:49:12,NULL,TimesSwitched,259d54ed978c2d5f513555b6eac826d0,,1
6/11/2023 19:49:24,NULL,TimesSwitched,6c28781b60a8e70512945a59fa17dde9,,1
6/11/2023 19:49:26,NULL,TimesSwitched,c1b686f1ad71152dc2bed15208906567,,2
6/11/2023 19:49:28,NULL,TimesSwitched,28341b2adb0b4cf3e2a6da93d4b96791,,3
6/11/2023 19:49:29,NULL,TimesSwitched,23993375ce313c356c65ade41daae586,,4
6/11/2023 19:49:30,NULL,TimesSwitched,f1e75f1dd832af39d253b30ffcfc46f1,,5
6/11/2023 19:49:30,NULL,TimesSwitched,f1e75f1dd832af39d253b30ffcfc46f1,,6
6/11/2023 19:49:31,NULL,TimesSwitched,69df859edfa898e764fa4ecc06063f30,,7
6/11/2023 19:49:32,NULL,TimesSwitched,812dbadd714051738fc20e5f4e3afa4e,,8
6/11/2023 19:49:35,NULL,TimesSwitched,3d665c355055d57ed412f5aaaec0d6b6,,1
